image_id,image_path,participant_id,source_dataset,split,label
img_000206,data/external/affectnet-dataset/test/angry/image0013656.jpg,img_000206,affectnet,final_test,angry
img_000207,data/external/affectnet-dataset/test/angry/image0013683.jpg,img_000207,affectnet,final_test,angry
img_000208,data/external/affectnet-dataset/test/angry/image0013784.jpg,img_000208,affectnet,final_test,angry
img_000209,data/external/affectnet-dataset/test/angry/image0013872.jpg,img_000209,affectnet,val,angry
img_000210,data/external/affectnet-dataset/test/angry/image0014066.jpg,img_000210,affectnet,train,angry
img_000211,data/external/affectnet-dataset/test/angry/image0014100.jpg,img_000211,affectnet,train,angry
img_000212,data/external/affectnet-dataset/test/angry/image0014136.jpg,img_000212,affectnet,final_test,angry
img_000213,data/external/affectnet-dataset/test/angry/image0014158.jpg,img_000213,affectnet,test,angry
img_000214,data/external/affectnet-dataset/test/angry/image0014344.jpg,img_000214,affectnet,care_dev,angry
img_000215,data/external/affectnet-dataset/test/angry/image0014455.jpg,img_000215,affectnet,train,angry
img_000216,data/external/affectnet-dataset/test/angry/image0014542.jpg,img_000216,affectnet,train,angry
img_000217,data/external/affectnet-dataset/test/angry/image0014593.jpg,img_000217,affectnet,train,angry
img_000218,data/external/affectnet-dataset/test/angry/image0014639.jpg,img_000218,affectnet,val,angry
img_000219,data/external/affectnet-dataset/test/angry/image0015143.jpg,img_000219,affectnet,test,angry
img_000220,data/external/affectnet-dataset/test/angry/image0015168.jpg,img_000220,affectnet,train,angry
img_000221,data/external/affectnet-dataset/test/angry/image0015180.jpg,img_000221,affectnet,test,angry
img_000222,data/external/affectnet-dataset/test/angry/image0015190.jpg,img_000222,affectnet,final_test,angry
img_000223,data/external/affectnet-dataset/test/angry/image0015261.jpg,img_000223,affectnet,care_dev,angry
img_000224,data/external/affectnet-dataset/test/angry/image0015375.jpg,img_000224,affectnet,train,angry
img_000225,data/external/affectnet-dataset/test/angry/image0015427.jpg,img_000225,affectnet,care_dev,angry
img_000226,data/external/affectnet-dataset/test/angry/image0015436.jpg,img_000226,affectnet,care_dev,angry
img_000227,data/external/affectnet-dataset/test/angry/image0015455.jpg,img_000227,affectnet,care_dev,angry
img_000228,data/external/affectnet-dataset/test/angry/image0015462.jpg,img_000228,affectnet,final_test,angry
img_000229,data/external/affectnet-dataset/test/angry/image0015485.jpg,img_000229,affectnet,test,angry
img_000230,data/external/affectnet-dataset/test/angry/image0015496.jpg,img_000230,affectnet,care_dev,angry
img_000231,data/external/affectnet-dataset/test/angry/image0015553.jpg,img_000231,affectnet,train,angry
img_000232,data/external/affectnet-dataset/test/angry/image0015577.jpg,img_000232,affectnet,test,angry
img_000233,data/external/affectnet-dataset/test/angry/image0015587.jpg,img_000233,affectnet,train,angry
img_000234,data/external/affectnet-dataset/test/angry/image0015605.jpg,img_000234,affectnet,train,angry
img_000235,data/external/affectnet-dataset/test/angry/image0015714.jpg,img_000235,affectnet,val,angry
img_000236,data/external/affectnet-dataset/test/angry/image0015737.jpg,img_000236,affectnet,val,angry
img_000237,data/external/affectnet-dataset/test/angry/image0015814.jpg,img_000237,affectnet,test,angry
img_000238,data/external/affectnet-dataset/test/angry/image0015816.jpg,img_000238,affectnet,train,angry
img_000239,data/external/affectnet-dataset/test/angry/image0015924.jpg,img_000239,affectnet,care_dev,angry
img_000240,data/external/affectnet-dataset/test/angry/image0015935.jpg,img_000240,affectnet,test,angry
img_000241,data/external/affectnet-dataset/test/angry/image0016072.jpg,img_000241,affectnet,final_test,angry
img_000242,data/external/affectnet-dataset/test/angry/image0016158.jpg,img_000242,affectnet,train,angry
img_000243,data/external/affectnet-dataset/test/angry/image0016196.jpg,img_000243,affectnet,train,angry
img_000244,data/external/affectnet-dataset/test/angry/image0016436.jpg,img_000244,affectnet,care_dev,angry
img_000245,data/external/affectnet-dataset/test/angry/image0016476.jpg,img_000245,affectnet,care_dev,angry
img_000246,data/external/affectnet-dataset/test/angry/image0016564.jpg,img_000246,affectnet,care_dev,angry
img_000247,data/external/affectnet-dataset/test/angry/image0016615.jpg,img_000247,affectnet,test,angry
img_000248,data/external/affectnet-dataset/test/angry/image0016713.jpg,img_000248,affectnet,final_test,angry
img_000249,data/external/affectnet-dataset/test/angry/image0016716.jpg,img_000249,affectnet,train,angry
img_000250,data/external/affectnet-dataset/test/angry/image0016780.jpg,img_000250,affectnet,train,angry
img_000251,data/external/affectnet-dataset/test/angry/image0016913.jpg,img_000251,affectnet,train,angry
img_000252,data/external/affectnet-dataset/test/angry/image0016940.jpg,img_000252,affectnet,final_test,angry
img_000253,data/external/affectnet-dataset/test/angry/image0016984.jpg,img_000253,affectnet,train,angry
img_000254,data/external/affectnet-dataset/test/angry/image0017180.jpg,img_000254,affectnet,care_dev,angry
img_000255,data/external/affectnet-dataset/test/angry/image0017282.jpg,img_000255,affectnet,test,angry
img_000256,data/external/affectnet-dataset/test/angry/image0017539.jpg,img_000256,affectnet,test,angry
img_000257,data/external/affectnet-dataset/test/angry/image0017562.jpg,img_000257,affectnet,care_dev,angry
img_000258,data/external/affectnet-dataset/test/angry/image0017565.jpg,img_000258,affectnet,train,angry
img_000259,data/external/affectnet-dataset/test/angry/image0017583.jpg,img_000259,affectnet,val,angry
img_000260,data/external/affectnet-dataset/test/angry/image0017627.jpg,img_000260,affectnet,care_dev,angry
img_000261,data/external/affectnet-dataset/test/angry/image0017644.jpg,img_000261,affectnet,val,angry
img_000262,data/external/affectnet-dataset/test/angry/image0017662.jpg,img_000262,affectnet,final_test,angry
img_000263,data/external/affectnet-dataset/test/angry/image0017779.jpg,img_000263,affectnet,final_test,angry
img_000264,data/external/affectnet-dataset/test/angry/image0017818.jpg,img_000264,affectnet,train,angry
img_000265,data/external/affectnet-dataset/test/angry/image0017904.jpg,img_000265,affectnet,final_test,angry
img_000266,data/external/affectnet-dataset/test/angry/image0018015.jpg,img_000266,affectnet,train,angry
img_000267,data/external/affectnet-dataset/test/angry/image0018017.jpg,img_000267,affectnet,train,angry
img_000268,data/external/affectnet-dataset/test/angry/image0018033.jpg,img_000268,affectnet,test,angry
img_000269,data/external/affectnet-dataset/test/angry/image0018156.jpg,img_000269,affectnet,val,angry
img_000270,data/external/affectnet-dataset/test/angry/image0018166.jpg,img_000270,affectnet,test,angry
img_000271,data/external/affectnet-dataset/test/angry/image0018236.jpg,img_000271,affectnet,final_test,angry
img_000272,data/external/affectnet-dataset/test/angry/image0018254.jpg,img_000272,affectnet,final_test,angry
img_000273,data/external/affectnet-dataset/test/angry/image0018363.jpg,img_000273,affectnet,final_test,angry
img_000274,data/external/affectnet-dataset/test/angry/image0018383.jpg,img_000274,affectnet,train,angry
img_000275,data/external/affectnet-dataset/test/angry/image0018386.jpg,img_000275,affectnet,test,angry
img_000276,data/external/affectnet-dataset/test/angry/image0018428.jpg,img_000276,affectnet,final_test,angry
img_000277,data/external/affectnet-dataset/test/angry/image0018439.jpg,img_000277,affectnet,test,angry
img_000278,data/external/affectnet-dataset/test/angry/image0018455.jpg,img_000278,affectnet,final_test,angry
img_000279,data/external/affectnet-dataset/test/angry/image0018472.jpg,img_000279,affectnet,care_dev,angry
img_000280,data/external/affectnet-dataset/test/angry/image0018487.jpg,img_000280,affectnet,final_test,angry
img_000281,data/external/affectnet-dataset/test/angry/image0018502.jpg,img_000281,affectnet,val,angry
img_000282,data/external/affectnet-dataset/test/angry/image0018506.jpg,img_000282,affectnet,test,angry
img_000283,data/external/affectnet-dataset/test/angry/image0018526.jpg,img_000283,affectnet,train,angry
img_000284,data/external/affectnet-dataset/test/angry/image0018566.jpg,img_000284,affectnet,test,angry
img_000285,data/external/affectnet-dataset/test/angry/image0018587.jpg,img_000285,affectnet,test,angry
img_000286,data/external/affectnet-dataset/test/angry/image0018667.jpg,img_000286,affectnet,train,angry
img_000287,data/external/affectnet-dataset/test/angry/image0018768.jpg,img_000287,affectnet,final_test,angry
img_000288,data/external/affectnet-dataset/test/angry/image0018992.jpg,img_000288,affectnet,final_test,angry
